time;Load_load_PPu;Load_load_QPu;Load_load_zP;Load_load_zQ;Load_load_zPRaw;Load_load_zQRaw;
3.800000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
3.900000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
4.000000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
4.100000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
4.200000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
4.300000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
4.400000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
4.500000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
4.600000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
4.700000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
4.800000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
4.900000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
5.000000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
5.100000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
5.200000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
5.300000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
5.400000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
5.500000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
5.600000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
5.700000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
5.800000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
5.900000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
6.000000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
6.100000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
6.200000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
6.300000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
6.400000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
6.500000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
6.600000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
6.700000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
6.800000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
6.900000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
7.000000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
7.100000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
7.200000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
7.300000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
7.400000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
7.500000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
7.600000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
7.700000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
7.800000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
7.900000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
8.000000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
8.100000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
8.200000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
8.300000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
8.400000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
8.500000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
8.600000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
8.700000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
8.800000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
8.900000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
9.000000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
9.100000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
9.200000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
9.300000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
9.400000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
9.500000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
9.600000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
9.700000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
9.800000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
9.900000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
10.000000;0.525088;0.165436;1.000000;1.000000;1.000000;1.000000;
10.000000;0.503837;0.152316;1.000000;1.000000;1.000000;1.000000;
10.100000;0.503849;0.152323;1.000045;1.000088;1.000045;1.000088;
10.200000;0.503865;0.152333;1.000090;1.000176;1.000090;1.000176;
10.300000;0.503882;0.152343;1.000135;1.000264;1.000135;1.000264;
10.400000;0.503899;0.152353;1.000180;1.000352;1.000180;1.000352;
10.500000;0.503916;0.152362;1.000224;1.000440;1.000224;1.000440;
10.600000;0.503933;0.152372;1.000269;1.000527;1.000269;1.000527;
10.700000;0.503950;0.152382;1.000314;1.000615;1.000314;1.000615;
10.800000;0.503966;0.152392;1.000359;1.000703;1.000359;1.000703;
10.900000;0.503983;0.152402;1.000403;1.000790;1.000403;1.000790;
11.000000;0.504000;0.152412;1.000448;1.000878;1.000448;1.000878;
11.100000;0.504017;0.152422;1.000492;1.000965;1.000492;1.000965;
11.200000;0.504033;0.152432;1.000537;1.001052;1.000537;1.001052;
11.300000;0.504050;0.152441;1.000581;1.001140;1.000581;1.001140;
11.400000;0.504067;0.152451;1.000626;1.001227;1.000626;1.001227;
11.500000;0.504083;0.152461;1.000670;1.001314;1.000670;1.001314;
11.600000;0.504100;0.152471;1.000715;1.001401;1.000715;1.001401;
11.700000;0.504117;0.152481;1.000759;1.001488;1.000759;1.001488;
11.800000;0.504133;0.152490;1.000804;1.001575;1.000804;1.001575;
11.900000;0.504150;0.152500;1.000848;1.001662;1.000848;1.001662;
12.000000;0.504167;0.152510;1.000892;1.001749;1.000892;1.001749;
12.100000;0.504183;0.152520;1.000936;1.001836;1.000936;1.001836;
12.200000;0.504200;0.152530;1.000981;1.001922;1.000981;1.001922;
12.300000;0.504217;0.152539;1.001025;1.002009;1.001025;1.002009;
12.400000;0.504233;0.152549;1.001069;1.002095;1.001069;1.002095;
12.500000;0.504250;0.152559;1.001113;1.002182;1.001113;1.002182;
12.600000;0.504266;0.152569;1.001157;1.002268;1.001157;1.002268;
12.700000;0.504283;0.152578;1.001201;1.002355;1.001201;1.002355;
12.800000;0.504299;0.152588;1.001245;1.002441;1.001245;1.002441;
12.900000;0.504316;0.152598;1.001289;1.002527;1.001289;1.002527;
13.000000;0.504332;0.152607;1.001333;1.002613;1.001333;1.002613;
13.100000;0.504349;0.152617;1.001377;1.002699;1.001377;1.002699;
13.200000;0.504365;0.152627;1.001421;1.002785;1.001421;1.002785;
13.300000;0.504382;0.152637;1.001464;1.002871;1.001464;1.002871;
13.400000;0.504398;0.152646;1.001508;1.002957;1.001508;1.002957;
13.500000;0.504414;0.152656;1.001552;1.003043;1.001552;1.003043;
13.600000;0.504431;0.152666;1.001596;1.003129;1.001596;1.003129;
13.700000;0.504447;0.152675;1.001639;1.003215;1.001639;1.003215;
13.800000;0.504464;0.152685;1.001683;1.003300;1.001683;1.003300;
13.900000;0.504480;0.152694;1.001727;1.003386;1.001727;1.003386;
14.000000;0.504496;0.152704;1.001770;1.003471;1.001770;1.003471;
14.100000;0.504513;0.152714;1.001814;1.003557;1.001814;1.003557;
14.200000;0.504529;0.152723;1.001857;1.003642;1.001857;1.003642;
14.300000;0.504545;0.152733;1.001901;1.003728;1.001901;1.003728;
14.400000;0.504562;0.152743;1.001944;1.003813;1.001944;1.003813;
14.500000;0.504578;0.152752;1.001988;1.003898;1.001988;1.003898;
14.600000;0.504594;0.152762;1.002031;1.003983;1.002031;1.003983;
14.700000;0.504610;0.152771;1.002074;1.004068;1.002074;1.004068;
14.800000;0.504627;0.152781;1.002118;1.004153;1.002118;1.004153;
14.900000;0.504643;0.152790;1.002161;1.004238;1.002161;1.004238;
15.000000;0.504659;0.152800;1.002204;1.004323;1.002204;1.004323;
15.100000;0.504675;0.152809;1.002247;1.004408;1.002247;1.004408;
15.200000;0.504691;0.152819;1.002290;1.004492;1.002290;1.004492;
15.300000;0.504708;0.152829;1.002334;1.004577;1.002334;1.004577;
15.400000;0.504724;0.152838;1.002377;1.004662;1.002377;1.004662;
15.500000;0.504740;0.152848;1.002420;1.004746;1.002420;1.004746;
15.600000;0.504756;0.152857;1.002463;1.004831;1.002463;1.004831;
15.700000;0.504772;0.152867;1.002506;1.004915;1.002506;1.004915;
15.800000;0.504788;0.152876;1.002549;1.005000;1.002549;1.005000;
15.900000;0.504804;0.152886;1.002592;1.005084;1.002592;1.005084;
16.000000;0.504821;0.152895;1.002634;1.005168;1.002634;1.005168;
16.100000;0.504837;0.152904;1.002677;1.005252;1.002677;1.005252;
16.200000;0.504853;0.152914;1.002720;1.005336;1.002720;1.005336;
16.300000;0.504869;0.152923;1.002763;1.005420;1.002763;1.005420;
16.400000;0.504885;0.152933;1.002806;1.005504;1.002806;1.005504;
16.500000;0.504901;0.152942;1.002848;1.005588;1.002848;1.005588;
16.600000;0.504917;0.152952;1.002891;1.005672;1.002891;1.005672;
16.700000;0.504933;0.152961;1.002934;1.005756;1.002934;1.005756;
16.800000;0.504949;0.152971;1.002976;1.005840;1.002976;1.005840;
16.900000;0.504965;0.152980;1.003019;1.005923;1.003019;1.005923;
17.000000;0.504981;0.152989;1.003061;1.006007;1.003061;1.006007;
17.100000;0.504997;0.152999;1.003104;1.006090;1.003104;1.006090;
17.200000;0.505012;0.153008;1.003146;1.006174;1.003146;1.006174;
17.300000;0.505028;0.153017;1.003189;1.006257;1.003189;1.006257;
17.400000;0.505044;0.153027;1.003231;1.006341;1.003231;1.006341;
17.500000;0.505060;0.153036;1.003274;1.006424;1.003274;1.006424;
17.600000;0.505076;0.153046;1.003316;1.006507;1.003316;1.006507;
17.700000;0.505092;0.153055;1.003358;1.006590;1.003358;1.006590;
17.800000;0.505108;0.153064;1.003401;1.006673;1.003401;1.006673;
17.900000;0.505124;0.153074;1.003443;1.006756;1.003443;1.006756;
18.000000;0.505139;0.153083;1.003485;1.006839;1.003485;1.006839;
18.100000;0.505155;0.153092;1.003527;1.006922;1.003527;1.006922;
18.200000;0.505171;0.153102;1.003569;1.007005;1.003569;1.007005;
18.300000;0.505187;0.153111;1.003611;1.007088;1.003611;1.007088;
18.400000;0.505203;0.153120;1.003654;1.007171;1.003654;1.007171;
18.500000;0.505218;0.153129;1.003696;1.007253;1.003696;1.007253;
18.600000;0.505234;0.153139;1.003738;1.007336;1.003738;1.007336;
18.700000;0.505250;0.153148;1.003780;1.007418;1.003780;1.007418;
18.800000;0.505265;0.153157;1.003822;1.007501;1.003822;1.007501;
18.900000;0.505281;0.153166;1.003863;1.007583;1.003863;1.007583;
19.000000;0.505297;0.153176;1.003905;1.007666;1.003905;1.007666;
19.100000;0.505313;0.153185;1.003947;1.007748;1.003947;1.007748;
19.200000;0.505328;0.153194;1.003989;1.007830;1.003989;1.007830;
19.300000;0.505344;0.153203;1.004031;1.007912;1.004031;1.007912;
19.400000;0.505359;0.153213;1.004073;1.007994;1.004073;1.007994;
19.500000;0.505375;0.153222;1.004114;1.008076;1.004114;1.008076;
19.600000;0.505391;0.153231;1.004156;1.008158;1.004156;1.008158;
19.700000;0.505406;0.153240;1.004198;1.008240;1.004198;1.008240;
19.800000;0.505422;0.153249;1.004239;1.008322;1.004239;1.008322;
19.900000;0.505437;0.153259;1.004281;1.008404;1.004281;1.008404;
20.000000;0.505453;0.153268;1.004322;1.008486;1.004322;1.008486;
20.100000;0.505469;0.153277;1.004364;1.008567;1.004364;1.008567;
20.200000;0.505484;0.153286;1.004405;1.008649;1.004405;1.008649;
20.300000;0.505500;0.153295;1.004447;1.008730;1.004447;1.008730;
20.400000;0.505515;0.153304;1.004488;1.008812;1.004488;1.008812;
20.500000;0.505531;0.153314;1.004530;1.008893;1.004530;1.008893;
20.600000;0.505546;0.153323;1.004571;1.008975;1.004571;1.008975;
20.700000;0.505562;0.153332;1.004612;1.009056;1.004612;1.009056;
20.800000;0.505577;0.153341;1.004654;1.009137;1.004654;1.009137;
20.900000;0.505593;0.153350;1.004695;1.009218;1.004695;1.009218;
21.000000;0.505608;0.153359;1.004736;1.009300;1.004736;1.009300;
21.100000;0.505623;0.153368;1.004777;1.009381;1.004777;1.009381;
21.200000;0.505639;0.153377;1.004818;1.009462;1.004818;1.009462;
21.300000;0.505654;0.153386;1.004859;1.009542;1.004859;1.009542;
21.400000;0.505670;0.153396;1.004901;1.009623;1.004901;1.009623;
21.500000;0.505685;0.153405;1.004942;1.009704;1.004942;1.009704;
21.600000;0.505700;0.153414;1.004983;1.009785;1.004983;1.009785;
21.700000;0.505716;0.153423;1.005024;1.009866;1.005024;1.009866;
21.800000;0.505731;0.153432;1.005065;1.009946;1.005065;1.009946;
21.900000;0.505746;0.153441;1.005106;1.010027;1.005106;1.010027;
22.000000;0.505762;0.153450;1.005146;1.010107;1.005146;1.010107;
22.100000;0.505777;0.153459;1.005187;1.010188;1.005187;1.010188;
22.200000;0.505792;0.153468;1.005228;1.010268;1.005228;1.010268;
22.300000;0.505807;0.153477;1.005269;1.010348;1.005269;1.010348;
22.400000;0.505823;0.153486;1.005310;1.010429;1.005310;1.010429;
22.500000;0.505838;0.153495;1.005350;1.010509;1.005350;1.010509;
22.600000;0.505853;0.153504;1.005391;1.010589;1.005391;1.010589;
22.700000;0.505868;0.153513;1.005432;1.010669;1.005432;1.010669;
22.800000;0.505884;0.153522;1.005472;1.010749;1.005472;1.010749;
22.900000;0.505899;0.153531;1.005513;1.010829;1.005513;1.010829;
23.000000;0.505914;0.153540;1.005554;1.010909;1.005554;1.010909;
23.100000;0.505929;0.153549;1.005594;1.010989;1.005594;1.010989;
23.200000;0.505944;0.153558;1.005635;1.011069;1.005635;1.011069;
23.300000;0.505959;0.153567;1.005675;1.011148;1.005675;1.011148;
23.400000;0.505975;0.153575;1.005716;1.011228;1.005716;1.011228;
23.500000;0.505990;0.153584;1.005756;1.011308;1.005756;1.011308;
23.600000;0.506005;0.153593;1.005796;1.011387;1.005796;1.011387;
23.700000;0.506020;0.153602;1.005837;1.011467;1.005837;1.011467;
23.800000;0.506035;0.153611;1.005877;1.011546;1.005877;1.011546;
23.900000;0.506050;0.153620;1.005917;1.011625;1.005917;1.011625;
24.000000;0.506065;0.153629;1.005958;1.011705;1.005958;1.011705;
24.100000;0.506080;0.153638;1.005998;1.011784;1.005998;1.011784;
24.200000;0.506095;0.153647;1.006038;1.011863;1.006038;1.011863;
24.300000;0.506110;0.153656;1.006078;1.011942;1.006078;1.011942;
24.400000;0.506125;0.153664;1.006118;1.012021;1.006118;1.012021;
24.500000;0.506140;0.153673;1.006158;1.012100;1.006158;1.012100;
24.600000;0.506155;0.153682;1.006198;1.012179;1.006198;1.012179;
24.700000;0.506170;0.153691;1.006238;1.012258;1.006238;1.012258;
24.800000;0.506185;0.153700;1.006278;1.012337;1.006278;1.012337;
24.900000;0.506200;0.153709;1.006318;1.012416;1.006318;1.012416;
25.000000;0.506215;0.153717;1.006358;1.012494;1.006358;1.012494;
25.100000;0.506230;0.153726;1.006398;1.012573;1.006398;1.012573;
25.200000;0.506245;0.153735;1.006438;1.012652;1.006438;1.012652;
25.300000;0.506260;0.153744;1.006478;1.012730;1.006478;1.012730;
25.400000;0.506275;0.153753;1.006518;1.012809;1.006518;1.012809;
25.500000;0.506289;0.153761;1.006558;1.012887;1.006558;1.012887;
25.600000;0.506304;0.153770;1.006597;1.012965;1.006597;1.012965;
25.700000;0.506319;0.153779;1.006637;1.013044;1.006637;1.013044;
25.800000;0.506334;0.153788;1.006677;1.013122;1.006677;1.013122;
25.900000;0.506349;0.153796;1.006716;1.013200;1.006716;1.013200;
26.000000;0.506364;0.153805;1.006756;1.013278;1.006756;1.013278;
26.100000;0.506378;0.153814;1.006796;1.013356;1.006796;1.013356;
26.200000;0.506393;0.153823;1.006835;1.013434;1.006835;1.013434;
26.300000;0.506408;0.153831;1.006875;1.013512;1.006875;1.013512;
26.400000;0.506423;0.153840;1.006914;1.013590;1.006914;1.013590;
26.500000;0.506437;0.153849;1.006954;1.013668;1.006954;1.013668;
26.600000;0.506452;0.153858;1.006993;1.013746;1.006993;1.013746;
26.700000;0.506467;0.153866;1.007032;1.013823;1.007032;1.013823;
26.800000;0.506482;0.153875;1.007072;1.013901;1.007072;1.013901;
26.900000;0.506496;0.153884;1.007111;1.013979;1.007111;1.013979;
27.000000;0.506511;0.153892;1.007150;1.014056;1.007150;1.014056;
27.100000;0.506526;0.153901;1.007190;1.014134;1.007190;1.014134;
27.200000;0.506540;0.153910;1.007229;1.014211;1.007229;1.014211;
27.300000;0.506555;0.153918;1.007268;1.014288;1.007268;1.014288;
27.400000;0.506570;0.153927;1.007307;1.014366;1.007307;1.014366;
27.500000;0.506584;0.153936;1.007347;1.014443;1.007347;1.014443;
27.600000;0.506599;0.153944;1.007386;1.014520;1.007386;1.014520;
27.700000;0.506613;0.153953;1.007425;1.014597;1.007425;1.014597;
27.800000;0.506628;0.153961;1.007464;1.014674;1.007464;1.014674;
27.900000;0.506643;0.153970;1.007503;1.014751;1.007503;1.014751;
28.000000;0.506657;0.153979;1.007542;1.014828;1.007542;1.014828;
28.100000;0.506672;0.153987;1.007581;1.014905;1.007581;1.014905;
28.200000;0.506686;0.153996;1.007620;1.014982;1.007620;1.014982;
28.300000;0.506701;0.154005;1.007659;1.015059;1.007659;1.015059;
28.400000;0.506715;0.154013;1.007698;1.015135;1.007698;1.015135;
28.500000;0.506730;0.154022;1.007736;1.015212;1.007736;1.015212;
28.600000;0.506744;0.154030;1.007775;1.015289;1.007775;1.015289;
28.700000;0.506759;0.154039;1.007814;1.015365;1.007814;1.015365;
28.800000;0.506773;0.154047;1.007853;1.015442;1.007853;1.015442;
28.900000;0.506788;0.154056;1.007892;1.015518;1.007892;1.015518;
29.000000;0.506802;0.154064;1.007930;1.015595;1.007930;1.015595;
29.100000;0.506817;0.154073;1.007969;1.015671;1.007969;1.015671;
29.200000;0.506831;0.154082;1.008007;1.015747;1.008007;1.015747;
29.300000;0.506846;0.154090;1.008046;1.015823;1.008046;1.015823;
29.400000;0.506860;0.154099;1.008085;1.015899;1.008085;1.015899;
29.500000;0.506874;0.154107;1.008123;1.015976;1.008123;1.015976;
29.600000;0.506889;0.154116;1.008162;1.016052;1.008162;1.016052;
29.700000;0.506903;0.154124;1.008200;1.016128;1.008200;1.016128;
29.800000;0.506917;0.154133;1.008239;1.016203;1.008239;1.016203;
29.900000;0.506932;0.154141;1.008277;1.016279;1.008277;1.016279;
30.000000;0.506946;0.154150;1.008315;1.016355;1.008315;1.016355;
30.100000;0.506960;0.154158;1.008354;1.016431;1.008354;1.016431;
30.200000;0.506975;0.154166;1.008392;1.016507;1.008392;1.016507;
30.300000;0.506989;0.154175;1.008430;1.016582;1.008430;1.016582;
30.400000;0.507003;0.154183;1.008469;1.016658;1.008469;1.016658;
30.500000;0.507018;0.154192;1.008507;1.016733;1.008507;1.016733;
30.600000;0.507032;0.154200;1.008545;1.016809;1.008545;1.016809;
30.700000;0.507046;0.154209;1.008583;1.016884;1.008583;1.016884;
30.800000;0.507060;0.154217;1.008621;1.016960;1.008621;1.016960;
30.900000;0.507075;0.154225;1.008660;1.017035;1.008660;1.017035;
31.000000;0.507089;0.154234;1.008698;1.017110;1.008698;1.017110;
31.100000;0.507103;0.154242;1.008736;1.017185;1.008736;1.017185;
31.200000;0.507117;0.154251;1.008774;1.017260;1.008774;1.017260;
31.300000;0.507131;0.154259;1.008812;1.017335;1.008812;1.017335;
31.400000;0.507145;0.154267;1.008850;1.017410;1.008850;1.017410;
31.500000;0.507160;0.154276;1.008888;1.017485;1.008888;1.017485;
31.600000;0.507174;0.154284;1.008926;1.017560;1.008926;1.017560;
31.700000;0.507188;0.154293;1.008963;1.017635;1.008963;1.017635;
31.800000;0.507202;0.154301;1.009001;1.017710;1.009001;1.017710;
31.900000;0.507216;0.154309;1.009039;1.017785;1.009039;1.017785;
32.000000;0.507230;0.154318;1.009077;1.017859;1.009077;1.017859;
32.100000;0.507244;0.154326;1.009115;1.017934;1.009115;1.017934;
32.200000;0.507258;0.154334;1.009152;1.018008;1.009152;1.018008;
32.300000;0.507272;0.154343;1.009190;1.018083;1.009190;1.018083;
32.400000;0.507287;0.154351;1.009228;1.018157;1.009228;1.018157;
32.500000;0.507301;0.154359;1.009265;1.018232;1.009265;1.018232;
32.600000;0.507315;0.154368;1.009303;1.018306;1.009303;1.018306;
32.700000;0.507329;0.154376;1.009341;1.018380;1.009341;1.018380;
32.800000;0.507343;0.154384;1.009378;1.018455;1.009378;1.018455;
32.900000;0.507357;0.154392;1.009416;1.018529;1.009416;1.018529;
33.000000;0.507371;0.154401;1.009453;1.018603;1.009453;1.018603;
33.100000;0.507385;0.154409;1.009491;1.018677;1.009491;1.018677;
33.200000;0.507399;0.154417;1.009528;1.018751;1.009528;1.018751;
33.300000;0.507412;0.154425;1.009565;1.018825;1.009565;1.018825;
33.400000;0.507426;0.154434;1.009603;1.018899;1.009603;1.018899;
33.500000;0.507440;0.154442;1.009640;1.018973;1.009640;1.018973;
33.600000;0.507454;0.154450;1.009677;1.019047;1.009677;1.019047;
33.700000;0.507468;0.154458;1.009715;1.019120;1.009715;1.019120;
33.800000;0.507482;0.154467;1.009752;1.019194;1.009752;1.019194;
33.900000;0.507496;0.154475;1.009789;1.019268;1.009789;1.019268;
34.000000;0.507510;0.154483;1.009826;1.019341;1.009826;1.019341;
34.100000;0.507524;0.154491;1.009864;1.019415;1.009864;1.019415;
34.200000;0.507538;0.154499;1.009901;1.019488;1.009901;1.019488;
34.300000;0.507551;0.154508;1.009938;1.019561;1.009938;1.019561;
34.400000;0.507565;0.154516;1.009975;1.019635;1.009975;1.019635;
34.500000;0.507579;0.154524;1.010012;1.019708;1.010012;1.019708;
34.600000;0.507593;0.154532;1.010049;1.019781;1.010049;1.019781;
34.700000;0.507607;0.154540;1.010086;1.019854;1.010086;1.019854;
34.800000;0.507620;0.154549;1.010123;1.019928;1.010123;1.019928;
34.900000;0.507634;0.154557;1.010160;1.020001;1.010160;1.020001;
34.900000;0.507634;0.154557;1.010160;1.020001;1.010160;1.020001;
35.000000;0.507648;0.154565;1.010197;1.020073;1.010197;1.020074;
35.100000;0.507664;0.154563;1.010234;1.020073;1.010234;1.020147;
35.200000;0.507680;0.154562;1.010270;1.020073;1.010270;1.020220;
35.300000;0.507697;0.154560;1.010307;1.020073;1.010307;1.020292;
35.400000;0.507713;0.154559;1.010344;1.020073;1.010344;1.020365;
35.500000;0.507729;0.154558;1.010381;1.020073;1.010381;1.020438;
35.600000;0.507745;0.154556;1.010417;1.020073;1.010417;1.020510;
35.700000;0.507761;0.154555;1.010454;1.020073;1.010454;1.020583;
35.800000;0.507777;0.154553;1.010491;1.020072;1.010491;1.020655;
35.900000;0.507793;0.154552;1.010527;1.020072;1.010527;1.020728;
36.000000;0.507810;0.154551;1.010564;1.020072;1.010564;1.020800;
36.100000;0.507826;0.154549;1.010600;1.020072;1.010600;1.020873;
36.200000;0.507842;0.154548;1.010637;1.020072;1.010637;1.020945;
36.300000;0.507858;0.154546;1.010673;1.020072;1.010673;1.021017;
36.400000;0.507874;0.154545;1.010710;1.020072;1.010710;1.021089;
36.500000;0.507890;0.154544;1.010746;1.020072;1.010746;1.021161;
36.600000;0.507906;0.154542;1.010783;1.020072;1.010783;1.021233;
36.700000;0.507922;0.154541;1.010819;1.020072;1.010819;1.021305;
36.800000;0.507938;0.154540;1.010855;1.020072;1.010855;1.021377;
36.900000;0.507954;0.154538;1.010891;1.020072;1.010891;1.021449;
37.000000;0.507970;0.154537;1.010928;1.020072;1.010928;1.021520;
37.100000;0.507986;0.154535;1.010964;1.020072;1.010964;1.021592;
37.200000;0.508001;0.154534;1.011000;1.020072;1.011000;1.021664;
37.300000;0.508017;0.154533;1.011036;1.020072;1.011036;1.021735;
37.400000;0.508033;0.154531;1.011072;1.020071;1.011072;1.021807;
37.500000;0.508049;0.154530;1.011108;1.020071;1.011108;1.021878;
37.600000;0.508065;0.154528;1.011144;1.020071;1.011144;1.021949;
37.700000;0.508081;0.154527;1.011180;1.020071;1.011180;1.022021;
37.800000;0.508097;0.154526;1.011216;1.020071;1.011216;1.022092;
37.900000;0.508112;0.154524;1.011252;1.020071;1.011252;1.022163;
38.000000;0.508128;0.154523;1.011288;1.020071;1.011288;1.022234;
38.100000;0.508144;0.154522;1.011324;1.020071;1.011324;1.022305;
38.200000;0.508160;0.154520;1.011360;1.020071;1.011360;1.022376;
